eo_number,title,date,president,url,status
8059,"Executive Order 8059—Transferring the Use, Possession, and Control of Certain Lands to the Tennessee Valley Authority",1939-03-03,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8059-transferring-the-use-possession-and-control-certain-lands-the,ok
8058,Executive Order 8058—Exemption of Ales Hrdlicka From Compulsory Retirement For Age,1939-02-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8058-exemption-ales-hrdlicka-from-compulsory-retirement-for-age,ok
8057,Executive Order 8057—Transfer of Certain Lands From the Secretary of Agriculture to the Secretary of the Interior,1939-02-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8057-transfer-certain-lands-from-the-secretary-agriculture-the-secretary,ok
8053,"Executive Order 8053—Partial Revocation of Executive Orders of January 24, 1914",1939-02-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8053-partial-revocation-executive-orders-january-24-1914,ok
8056,"Executive Order 8056—Amendment of Paragraph 4, Subdivision IV, Schedule B, Civil Service Rules",1939-02-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8056-amendment-paragraph-4-subdivision-iv-schedule-b-civil-service-rules,ok
8054,Executive Order 8054—Placing Certain Land Under the Control and Jurisdiction of the Secretary of the Treasury,1939-02-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8054-placing-certain-land-under-the-control-and-jurisdiction-the-secretary,ok
8052,Executive Order 8052—Designating the Honorable Angel R. de Jesus as Acting Judge of the District Court of the United States for Puerto Rico,1939-02-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8052-designating-the-honorable-angel-r-de-jesus-acting-judge-the-district,ok
8055,Executive Order 8055—Transfer of Jurisdiction Over Certain Lands From the Secretary of Agriculture to the Secretary of the Interior,1939-02-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8055-transfer-jurisdiction-over-certain-lands-from-the-secretary,ok
8051,Executive Order 8051—Limiting the Importation of Red Cedar Shingles From Canada During the First Six Months of 1939,1939-02-15,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8051-limiting-the-importation-red-cedar-shingles-from-canada-during-the,ok
8049,Executive Order 8049—Exemption of George W. Patterson From Compulsory Retirement for Age,1939-02-15,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8049-exemption-george-w-patterson-from-compulsory-retirement-for-age,ok
8050,Executive Order 8050—Exemption of Robert F. Whitehead From Compulsory Retirement for Age,1939-02-15,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8050-exemption-robert-f-whitehead-from-compulsory-retirement-for-age,ok
8048,Executive Order 8048—Exemption of John G. Crane From Compulsory Retirement for Age,1939-02-14,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8048-exemption-john-g-crane-from-compulsory-retirement-for-age,ok
8046,Executive Order 8046—Exemption of Louis A. Simon From Compulsory Retirement for Age,1939-02-11,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8046-exemption-louis-simon-from-compulsory-retirement-for-age,ok
8047,Executive Order 8047—Exemption of Edward B. Russ From Compulsory Retirement for Age,1939-02-11,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8047-exemption-edward-b-russ-from-compulsory-retirement-for-age,ok
8045,Executive Order 8045—Authorizing the Appointment of Frederick Morgan Davenport to a Classified Position in the Civil Service Commission and Designating Him as a Member and Chairman of the Council of Personnel Administration,1939-02-08,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8045-authorizing-the-appointment-frederick-morgan-davenport-classified,ok
8044,"Executive Order 8044—Postponing the Effective Date of Executive Order No. 7916 of June 24, 1938, With Respect to Certain Positions and Providing for a Committee To Investigate and Report Methods for Selecting and Promoting Certain Personnel in Civil Service",1939-01-31,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8044-postponing-the-effective-date-executive-order-no-7916-june-24-1938,ok
8043,Executive Order 8043—Amending Schedules A and B of the Civil Service Rules,1939-01-31,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8043-amending-schedules-and-b-the-civil-service-rules,ok
8042,"Executive Order 8042—Authorizing Initial Appointments to Certain Positions in the Air Safety Board, Civil Aeronautics Authority, Without Compliance With the Civil Service Rules",1939-01-30,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8042-authorizing-initial-appointments-certain-positions-the-air-safety,ok
8039,Executive Order 8039—Establishing the Kofa Game Range,1939-01-25,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8039-establishing-the-kofa-game-range,ok
8038,Executive Order 8038—Establishing the Cabeza Prieta Game Range,1939-01-25,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8038-establishing-the-cabeza-prieta-game-range,ok
8041,Executive Order 8041—Exemption of Henry Clarke Hill From Compulsory Retirement for Age,1939-01-25,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8041-exemption-henry-clarke-hill-from-compulsory-retirement-for-age,ok
8040,Executive Order 8040—Regulations Governing the Payment of Additional Compensation to Enlisted Men of the Navy Specially Qualified in the Use of Arms,1939-01-25,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8040-regulations-governing-the-payment-additional-compensation-enlisted,ok
8036,Executive Order 8036—Amending the Foreign Service Regulations of the United States,1939-01-18,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8036-amending-the-foreign-service-regulations-the-united-states,ok
8037,Executive Order 8037—Establishing the Piedmont Wildlife Refuge,1939-01-18,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8037-establishing-the-piedmont-wildlife-refuge,ok
8035,"Executive Order 8035—Amendment of Paragraph 5, Subdivision IV, Schedule B, Civil Service Rules",1939-01-16,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8035-amendment-paragraph-5-subdivision-iv-schedule-b-civil-service-rules,ok
8034,Executive Order 8034—Establishing the Federal Real Estate Board,1939-01-14,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8034-establishing-the-federal-real-estate-board,ok
8033,Executive Order 8033—Designating the Director of Planning of the National Capital Park and Planning Commission as a Member of the Alley Dwelling Authority,1939-01-11,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8033-designating-the-director-planning-the-national-capital-park-and,ok
8032,Executive Order 8032—Exemption of Mrs. Cora M. Armstrong From Compulsory Retirement For Age,1939-01-10,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8032-exemption-mrs-cora-m-armstrong-from-compulsory-retirement-for-age,ok
8031,"Executive Order 8031—Revocation of Executive Order No. 4130 of January 22, 1925, Withdrawing Public Land for Fish Hatchery",1939-01-09,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8031-revocation-executive-order-no-4130-january-22-1925-withdrawing-public,ok
8030,Executive Order 8030—Transfer of Lands From the Cochetopa National Forest to the Rio Grande National Forest,1938-12-29,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8030-transfer-lands-from-the-cochetopa-national-forest-the-rio-grande,ok
8029,Executive Order 8029—Documents Required of Aliens Entering the United States,1938-12-27,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8029-documents-required-aliens-entering-the-united-states,ok
8028,Executive Order 8028—Changing the Title of Executive Director of the National Youth Administration to Administrator of the National Youth Administration,1938-12-24,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8028-changing-the-title-executive-director-the-national-youth,ok
8026,"Executive Order 8026—Postponement of Effective Date of Certain Provisions of Executive Order No. 6166 of June 10, 1933",1938-12-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8026-postponement-effective-date-certain-provisions-executive-order-no,ok
8027,Executive Order 8027—Authorizing Initial Appointments to Certain Executive and Policy Forming Positions in the Wage and Hour Division in the Department of Labor Without Compliance With the Civil Service Rules,1938-12-23,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8027-authorizing-initial-appointments-certain-executive-and-policy-forming,ok
8025,Executive Order 8025—Exemption of Cloyd A. McIlvaine From Compulsory Retirement for Age,1938-12-17,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8025-exemption-cloyd-mcilvaine-from-compulsory-retirement-for-age,ok
8024,Executive Order 8024—Exemption of Percy A. Baker From Compulsory Retirement for Age,1938-12-09,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8024-exemption-percy-baker-from-compulsory-retirement-for-age,ok
8022,"Executive Order 8022—Excusing Federal Employees From Duty on December 24 and 31, 1938",1938-12-06,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8022-excusing-federal-employees-from-duty-december-24-and-31-1938,ok
8023,"Executive Order 8023—Modification of Executive Order No. 4683 of July 4, 1927, Withdrawing Public Lands for Town-Site Purposes",1938-12-06,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8023-modification-executive-order-no-4683-july-4-1927-withdrawing-public,ok
8021,Executive Order 8021—Withdrawal of Public Land for Forest Lookout Station,1938-12-05,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8021-withdrawal-public-land-for-forest-lookout-station,ok
8018,"Executive Order 8018—Amendment of Executive Order No. 7972 of September 15, 1938",1938-12-02,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8018-amendment-executive-order-no-7972-september-15-1938,ok
8017,"Executive Order 8017—Revocation of Executive Order No. 6672 of April 7, 1934, Withdrawing Public Lands",1938-12-02,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8017-revocation-executive-order-no-6672-april-7-1934-withdrawing-public,ok
8019,Executive Order 8019—Exemption of George M. Lewis From Compulsory Retirement for Age,1938-12-02,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8019-exemption-george-m-lewis-from-compulsory-retirement-for-age,ok
8020,Executive Order 8020—Withdrawal of Public Land in Aid of Flood Control,1938-12-02,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8020-withdrawal-public-land-aid-flood-control,ok
8016,Executive Order 8016—Amending the Foreign Service Regulations of the United States,1938-12-01,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8016-amending-the-foreign-service-regulations-the-united-states,ok
8015,"Executive Order 8015—Correcting the Description of Lands Reserved as Union Slough Migratory Waterfowl Refuge, Iowa",1938-11-30,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8015-correcting-the-description-lands-reserved-union-slough-migratory,ok
8014,Executive Order 8014—Placing Certain Land Under the Control of the Secretary of the Interior,1938-11-26,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8014-placing-certain-land-under-the-control-the-secretary-the-interior,ok
8013,Executive Order 8013—Enlarging the Waubay Migratory Waterfowl Refuge,1938-11-25,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8013-enlarging-the-waubay-migratory-waterfowl-refuge,ok
8012,Executive Order 8012—Authorizing the Appointment of Miss Sarah Wilson Reed to a Classified Position in the Navy Department Without Regard to the Civil Service Rules,1938-11-25,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8012-authorizing-the-appointment-miss-sarah-wilson-reed-classified,ok
8011,Executive Order 8011—Exemption of Arthur H. Chase From Compulsory Retirement for Age,1938-11-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8011-exemption-arthur-h-chase-from-compulsory-retirement-for-age,ok
Executive Order 8010,"Executive Order 8010—Withdrawal of Public Lands, Reservoir-Site Reserve No. 21",,,https://www.presidency.ucsb.edu/documents/executive-order-8010-withdrawal-public-lands-reservoir-site-reserve-no-21,"error: HTTPSConnectionPool(host='www.presidency.ucsb.edu', port=443): Max retries exceeded with url: /documents/executive-order-8010-withdrawal-public-lands-reservoir-site-reserve-no-21 (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.presidency.ucsb.edu', port=443) at 0x10b18cfb0>, 'Connection to www.presidency.ucsb.edu timed out. (connect timeout=30)'))"
8009,Executive Order 8009—Withdrawal of Public Lands,1938-11-18,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8009-withdrawal-public-lands,ok
8008,"Executive Order 8008—Changing the Name of the Big Lake Reservation to Big Lake Migratory Bird Refuge, and Adding Certain Lands Thereto",1938-11-17,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8008-changing-the-name-the-big-lake-reservation-big-lake-migratory-bird,ok
8007,"Executive Order 8007—Amendment of Paragraph 6, Subdivision VII, Schedule A, Civil Service Rules",1938-11-15,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8007-amendment-paragraph-6-subdivision-vii-schedule-civil-service-rules,ok
8006,Executive Order 8006—Inspection of Income and Excess-Profits Tax Returns by the Special Joint Congressional Committee to Make an Investigation of the Tennessee Valley Authority,1938-11-14,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8006-inspection-income-and-excess-profits-tax-returns-the-special-joint,ok
8005,"Executive Order 8005—Authorizing the Inspection of Income, Excess-Profits, and Capital Stock Tax Returns, Estate and Gift Tax Returns Filed After June 16, 1933, and Returns Under Title IX of the Social Security Act",1938-11-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8005-authorizing-the-inspection-income-excess-profits-and-capital-stock,ok
8004,Executive Order 8004—Withdrawal of Public Lands for Use of the Navy Department for Naval Purposes,1938-11-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8004-withdrawal-public-lands-for-use-the-navy-department-for-naval,ok
8003,"Executive Order 8003—Partial Revocation of Executive Orders of December 5, 1913, January 13, 1915, and February 23, 1928",1938-11-10,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8003-partial-revocation-executive-orders-december-5-1913-january-13-1915,ok
8002,Executive Order 8002—Exemption of Harry Peale From Compulsory Retirement for Age,1938-11-07,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8002-exemption-harry-peale-from-compulsory-retirement-for-age,ok
8001,Executive Order 8001—Transferring Certain Lands from the Department of Agriculture to the Department of Commerce and Reserving Them as the Welaka Fish Hatchery,1938-11-02,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8001-transferring-certain-lands-from-the-department-agriculture-the,ok
8000,Executive Order 8000—Correcting and Amending Description of Boundaries of Molokai Lighthouse Reservation,1938-11-01,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-8000-correcting-and-amending-description-boundaries-molokai-lighthouse,ok
7999,"Executive Order 7999—Transferring to the Secretary of Commerce the Records and Property of the Office of the Administrator of the Census of Partial Employment, Unemployment and Occupations, and Authorizing the Employment of Certain Employees of That Office Without Regard to the Competitive Requirements of the Civil Service Rules",1938-10-31,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7999-transferring-the-secretary-commerce-the-records-and-property-the,ok
7998,Executive Order 7998—Establishing the Interdepartmental Committee on Printing and Processing,1938-10-29,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7998-establishing-the-interdepartmental-committee-printing-and-processing,ok
7996,Executive Order 7996—Exemption of Wallace Streater From Compulsory Retirement for Age,1938-10-28,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7996-exemption-wallace-streater-from-compulsory-retirement-for-age,ok
7997,Executive Order 7997—Exemption of Andrew M. Smith From Compulsory Retirement for Age,1938-10-28,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7997-exemption-andrew-m-smith-from-compulsory-retirement-for-age,ok
7995,Executive Order 7995—Exemption of William S. Garland From Compulsory Retirement for Age,1938-10-28,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7995-exemption-william-s-garland-from-compulsory-retirement-for-age,ok
7993,Executive Order 7993—Establishing Great White Heron Refuge,1938-10-27,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7993-establishing-great-white-heron-refuge,ok
7994,Executive Order 7994—Modification of Okefenokee Wildlife Refuge,1938-10-27,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7994-modification-okefenokee-wildlife-refuge,ok
7992,"Executive Order 7992—Revocation of Executive Order No. 3674 of May 17, 1922, Withdrawing Lands For the Use and Occupancy of the DuBois Rifle Club For Rifle Practice",1938-10-25,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7992-revocation-executive-order-no-3674-may-17-1922-withdrawing-lands-for,ok
7991,Executive Order 7991—Exemption of P. Julian Latham from Compulsory Retirement for Age,1938-10-21,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7991-exemption-p-julian-latham-from-compulsory-retirement-for-age,ok
7990,Executive Order 7990—Designating Aubrey Williams as Member of Interdepartmental Committee to Coordinate Health and Welfare Activities,1938-10-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7990-designating-aubrey-williams-member-interdepartmental-committee,ok
7989,Executive Order 7989—Exemption of Francis T. Leahy from Compulsory Retirement for Age,1938-10-15,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7989-exemption-francis-t-leahy-from-compulsory-retirement-for-age,ok
7988,Executive Order 7988—Exemption of Miss Ada Tanner From Compulsory Retirement for Age,1938-10-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7988-exemption-miss-ada-tanner-from-compulsory-retirement-for-age,ok
7987,Executive Order 7987—Designating Dr. Thomas Parran as Member of Interdepartmental Committee to Coordinate Health and Welfare Activities,1938-10-11,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7987-designating-dr-thomas-parran-member-interdepartmental-committee,ok
7986,Executive Order 7986—Transfers of National-Forest Lands,1938-10-08,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7986-transfers-national-forest-lands,ok
7985,Executive Order 7985—Establishing an Airspace Reservation Over Certain Areas in Maryland,1938-10-08,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7985-establishing-airspace-reservation-over-certain-areas-maryland,ok
7984,Executive Order 7984—Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1939,1938-10-07,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7984-extension-trust-periods-indian-lands-expiring-during-calendar-year,ok
7983,Executive Order 7983—Establishing the Breton Bird Refuge,1938-10-04,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7983-establishing-the-breton-bird-refuge,ok
7982,Executive Order 7982—Exemption of Herman G. A. Brauer From Compulsory Retirement for Age,1938-09-30,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7982-exemption-herman-g-brauer-from-compulsory-retirement-for-age,ok
7981,"Executive Order 7981—Amendment of Subdivision IV, Schedule B, Civil Service Rules",1938-09-29,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7981-amendment-subdivision-iv-schedule-b-civil-service-rules,ok
7980,"Executive Order 7980—Postponement of Effective Date of Certain Provisions of Executive Order No. 6166 of June 10, 1933",1938-09-29,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7980-postponement-effective-date-certain-provisions-executive-order-no,ok
7979,Executive Order 7979—Cerro Pelado Ammunition Depot Military Reservation,1938-09-26,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7979-cerro-pelado-ammunition-depot-military-reservation,ok
7977,Executive Order 7977—Enlarging the St. Marks Migratory Bird Refuge,1938-09-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7977-enlarging-the-st-marks-migratory-bird-refuge,ok
7976,Executive Order 7976—Establishing the Union Slough Migratory Waterfowl Refuge,1938-09-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7976-establishing-the-union-slough-migratory-waterfowl-refuge,ok
7978,Executive Order 7978—Exemption of George Middleton from Compulsory Retirement for Age,1938-09-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7978-exemption-george-middleton-from-compulsory-retirement-for-age,ok
7975,Executive Order 7975—Transfer of Jurisdiction Over Certain Lands From the Secretary of Agriculture to the Secretary of the Interior,1938-09-16,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7975-transfer-jurisdiction-over-certain-lands-from-the-secretary,ok
7975,"Executive Order 7975-A—Designation of Independent Establishments and Agencies Under Section 6 of Executive Order No. 7916 of June 24, 1938",1938-09-16,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7975-designation-independent-establishments-and-agencies-under-section-6,ok
7974,Executive Order 7974—Exemption of Alfred R. Gould From Compulsory Retirement for Age,1938-09-16,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7974-exemption-alfred-r-gould-from-compulsory-retirement-for-age,ok
7973,Executive Order 7973—Exemption of Joseph H. Wheat From Compulsory Retirement for Age,1938-09-15,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7973-exemption-joseph-h-wheat-from-compulsory-retirement-for-age,ok
7972,"Executive Order 7972—Prescribing Regulations Governing Payment of Losses Sustained by Officers, Enlisted Men, and Employees of the United States While in Service in Foreign Countries on Account of Appreciation of Foreign Currencies in their Relation to the American Dollar",1938-09-15,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7972-prescribing-regulations-governing-payment-losses-sustained-officers,ok
7971,Executive Order 7971—Establishing Montezuma Migratory Bird Refuge,1938-09-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7971-establishing-montezuma-migratory-bird-refuge,ok
7970,Executive Order 7970—Regulations Governing the Grades and Ratings of Enlisted Men of the Regular Army for the Fiscal Year 1939,1938-09-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7970-regulations-governing-the-grades-and-ratings-enlisted-men-the-regular,ok
7969,"Executive Order 7969—Partial Revocation of Executive Order of February 19, 1920, Creating Power Site Reserve No. 730",1938-09-10,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7969-partial-revocation-executive-order-february-19-1920-creating-power,ok
7968,Executive Order 7968—Amending the Foreign Service Regulations of the United States,1938-09-03,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7968-amending-the-foreign-service-regulations-the-united-states,ok
7967,Executive Order 7967—Enlarging the Moosehorn Migratory Bird Refuge,1938-08-30,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7967-enlarging-the-moosehorn-migratory-bird-refuge,ok
7966,Executive Order 7966—Establishing the Kentucky Woodlands Wildlife Refuge,1938-08-30,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7966-establishing-the-kentucky-woodlands-wildlife-refuge,ok
7965,"Executive Order 7965—Regulations To Give Effect to Articles I and II of the Convention Providing for the Recovery and Return of Stolen or Embezzled Motor Vehicles, Trailers, Airplanes or Component Parts of Any of Them, Concluded on October 6, 1936, Between the United States of America and the United Mexican States",1938-08-29,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7965-regulations-give-effect-articles-i-and-ii-the-convention-providing,ok
7964,Executive Order 7964—Instruction of Citizens of the American Republics at Educational Institutions and Schools Maintained and Administered by the Government of the United States,1938-08-29,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7964-instruction-citizens-the-american-republics-educational-institutions,ok
7963,Executive Order 7963—Authorizing Initial Appointments to Certain Executive Positions in the Wage and Hour Division in the Department of Labor Without Compliance With the Civil Service Rules,1938-08-29,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7963-authorizing-initial-appointments-certain-executive-positions-the-wage,ok
7961,"Executive Order 7961—Partial Revocation of Executive Order No. 1919½ of April 21, 1914, as Amended, Withdrawing Public Lands",1938-08-22,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7961-partial-revocation-executive-order-no-191912-april-21-1914-amended,ok
7960,Executive Order 7960—Reservoir-Site Reserve No. 20,1938-08-22,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7960-reservoir-site-reserve-no-20,ok
7962,"Executive Order 7962—Amendment of Executive Order No. 4601 of March 1, 1927, as Amended, Prescribing Regulations Pertaining to the Award of the Distinguished Flying Cross",1938-08-22,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7962-amendment-executive-order-no-4601-march-1-1927-amended-prescribing,ok
7959,"Executive Order 7959—Transferring Certain Personnel, Property, and Appropriations From the Department of Commerce and the Interstate Commerce Commission to the Civil Aeronautics Authority",1938-08-22,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7959-transferring-certain-personnel-property-and-appropriations-from-the,ok
7958,Executive Order 7958—Exemption of Samuel J. Gompers From Compulsory Retirement for Age,1938-08-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7958-exemption-samuel-j-gompers-from-compulsory-retirement-for-age,ok
7957,Executive Order 7957—Establishing Cape Meares Migratory Bird Refuge,1938-08-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7957-establishing-cape-meares-migratory-bird-refuge,ok
7956,"Executive Order 7956—Authorizing the Employment Until February 1, 1939, of Personnel With Funds Allotted Under the Public Works Administration Appropriation Act of 1938 Without Compliance With the Requirements of the Civil Service Rules",1938-08-19,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7956-authorizing-the-employment-until-february-1-1939-personnel-with-funds,ok
7955,"Executive Order 7955—Amendment of Executive Order No. 6928 of December 24, 1934",1938-08-13,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7955-amendment-executive-order-no-6928-december-24-1934,ok
7953,Executive Order 7953—Establishing Lake Isom Migratory Waterfowl Refuge,1938-08-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7953-establishing-lake-isom-migratory-waterfowl-refuge,ok
7952,"Executive Order 7952—Revocation of Executive Order No. 5341 of May 2, 1930, Withdrawing Public Lands",1938-08-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7952-revocation-executive-order-no-5341-may-2-1930-withdrawing-public,ok
7951,Executive Order 7951—Withdrawal of Public Land for Lookout Station,1938-08-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7951-withdrawal-public-land-for-lookout-station,ok
7954,Executive Order 7954—Exemption of Frank S. Smith From Compulsory Retirement for Age,1938-08-12,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7954-exemption-frank-s-smith-from-compulsory-retirement-for-age,ok
7948,Executive Order 7948—Exemption of Charles L. Parker From Compulsory Retirement for Age,1938-08-09,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7948-exemption-charles-l-parker-from-compulsory-retirement-for-age,ok
7949,Executive Order 7949—Exemption of Stephen W. Hamilton From Compulsory Retirement for Age,1938-08-09,Franklin D. Roosevelt,https://www.presidency.ucsb.edu/documents/executive-order-7949-exemption-stephen-w-hamilton-from-compulsory-retirement-for-age,ok
